Created,User Name,Page Name,state,state_code,gov_party,state_pop_2010,total_daily_posts,daily_positive_eng,daily_negative_eng,daily_total_interactions,daily_comments,daily_shares,total_confirmed,total_deaths
2020-07-09,statehealthin,Indiana Department of Health,Indiana,IN,republican,6691878,5,456,65,1440,476,443,512,7
2020-07-09,texasdshs,Texas Department of State Health Services,Texas,TX,republican,28701845,2,629,303,3360,1208,1220,11659,156
2020-07-09,tndeptofhealth,Tennessee Department of Health,Tennessee,TN,republican,6770010,6,907,193,3095,664,1331,1605,25
2020-07-09,vdhgov,Virginia Department of Health,Virginia,VA,democratic,8517685,1,19,0,37,8,10,613,32
2020-07-09,wadepthealth,Washington State Department of Health,Washington,WA,democratic,7535591,6,1027,20,1886,552,287,639,16
2020-07-09,wdhphep,Wyoming Department of Health - PHEP,Wyoming,WY,republican,577737,1,10,0,23,7,6,29,0
2020-07-09,wv.dhhr,WV Department of Health & Human Resources,West Virginia,WV,republican,1805832,6,86,39,392,74,193,119,0
2020-07-10,alabamapublichealth,Alabama Public Health,Alabama,AL,republican,4887871,5,402,104,2632,498,1628,1634,36
2020-07-10,alaska.dhss,Alaska Health and Social Services,Alaska,AK,republican,737438,5,170,27,562,64,301,54,0
2020-07-10,arhealthdept,Arkansas Department of Health,Arkansas,AR,republican,3013825,3,33,0,57,10,14,751,4
2020-07-10,azdhs,Arizona Department of Health Services,Arizona,AZ,republican,7171646,3,240,9,499,124,126,4221,44
2020-07-10,capublichealth,California Department of Public Health,California,CA,democratic,39557045,2,206,71,562,127,158,8523,96
2020-07-10,cdphe,Colorado Department of Public Health and Environment,Colorado,CO,democratic,5695564,4,470,100,1168,449,149,666,18
2020-07-10,ctpublichealth,Connecticut Department of Public Health,Connecticut,CT,democratic,3572665,7,970,1,1071,32,68,78,0
2020-07-10,dchealth.dc.gov,DC Health,District of Columbia,DC,democratic,702455,3,3,0,4,0,1,64,0
2020-07-10,depublichealth,Delaware Division of Public Health - DPH,Delaware,DE,democratic,967171,3,55,6,125,38,26,121,0
2020-07-10,dhswi,Wisconsin Department of Health Services,Wisconsin,WI,democratic,5813568,4,1581,324,3842,952,985,845,4
2020-07-10,fldepartmentofhealth,Florida Department of Health (DOH),Florida,FL,republican,21299325,6,466,2,1287,175,644,11433,93
2020-07-10,hawaiidoh,Hawaii State Department of Health,Hawaii,HI,democratic,1420491,1,5,0,17,0,12,28,0
2020-07-10,healthri,Rhode Island Department of Health,Rhode Island,RI,democratic,1057315,13,3074,11,3472,90,297,69,0
2020-07-10,healthvermont,Vermont Department of Health,Vermont,VT,republican,626299,3,49,0,94,2,43,5,0
2020-07-10,healthylivingmo,Missouri Department of Health and Senior Services,Missouri,MO,republican,6126452,2,53,17,149,61,18,674,11
2020-07-10,healthyms,Mississippi State Department of Health,Mississippi,MS,republican,2986530,1,489,287,2845,463,1606,1031,11
2020-07-10,idahohealthandwelfare,Idaho Department of Health and Welfare,Idaho,ID,republican,1754208,3,71,62,324,125,66,500,1
2020-07-10,idph.illinois,Illinois Department of Public Health (IDPH),Illinois,IL,democratic,12741080,2,561,177,1691,609,344,1327,16
2020-07-10,iowadepartmentofpublichealth,Iowa Department of Public Health,Iowa,IA,republican,3156145,1,104,1,252,76,71,918,2
2020-07-10,kypublichealth,Kentucky Department for Public Health,Kentucky,KY,democratic,4468402,1,1,0,1,0,0,427,8
2020-07-10,ladepthealth,Louisiana Department of Health,Louisiana,LA,democratic,4659978,7,152,61,631,99,319,2642,25
2020-07-10,mdhealthdept,Maryland Department of Health,Maryland,MD,republican,6042718,3,244,2,675,40,389,463,15
2020-07-10,michiganhhs,Michigan Department of Health and Human Services,Michigan,MI,democratic,9995915,3,1489,66,3056,876,625,622,14
2020-07-10,mnhealth,Minnesota Department of Health,Minnesota,MN,democratic,5611179,5,402,13,855,180,260,604,5
2020-07-10,ncdhhs,NC Department of Health and Human Services,North Carolina,NC,democratic,10383620,7,1523,48,2199,288,340,2271,20
2020-07-10,ndhealth,North Dakota Department of Health,North Dakota,ND,republican,760077,3,597,70,1892,681,544,84,0
2020-07-10,nedhhs,Nebraska Department of Health and Human Services,Nebraska,NE,republican,1929268,3,18,0,39,3,18,154,2
2020-07-10,nhdepartmentofhealthandhumanservices,NH Department of Health and Human Services,New Hampshire,NH,republican,1356458,4,49,0,85,16,20,18,3
2020-07-10,njdeptofhealth,New Jersey Department of Health,New Jersey,NJ,democratic,8908520,3,142,17,250,52,39,397,31
2020-07-10,nmdoh,New Mexico Department of Health,New Mexico,NM,democratic,2095428,7,373,79,704,137,115,298,6
2020-07-10,nysdoh,NYSDOH - New York State Health Department,New York,NY,democratic,19542209,3,604,14,1056,330,108,920,42
2020-07-10,ohdeptofhealth,Ohio Department of Health,Ohio,OH,republican,11689442,1,111,6,278,130,31,1525,26
2020-07-10,oklahomahealth,Oklahoma State Department of Health,Oklahoma,OK,republican,3943079,3,56,0,150,8,86,595,6
2020-07-10,oregonhealthauthority,Oregon Health Authority,Oregon,OR,democratic,4190713,3,310,105,1180,483,282,266,2
2020-07-10,pennsylvaniadepartmentofhealth,Pennsylvania Department of Health,Pennsylvania,PA,democratic,12807060,6,1793,138,4005,1556,518,940,32
2020-07-10,scdhec,SC DHEC,South Carolina,SC,republican,5084127,5,366,95,1173,297,415,1728,24
2020-07-10,sdhealthdepartment,South Dakota Department of Health,South Dakota,SD,republican,882235,3,291,29,764,293,151,65,6
2020-07-10,statehealthin,Indiana Department of Health,Indiana,IN,republican,6691878,5,1188,70,2826,1000,568,725,9
2020-07-10,texasdshs,Texas Department of State Health Services,Texas,TX,republican,28701845,1,659,30,1847,737,421,9282,82
2020-07-10,tndeptofhealth,Tennessee Department of Health,Tennessee,TN,republican,6770010,7,708,186,2643,493,1256,1955,13
2020-07-10,utahdepofhealth,Utah Department of Health,Utah,UT,republican,3161105,1,41,0,49,4,4,867,2
2020-07-10,vdhgov,Virginia Department of Health,Virginia,VA,democratic,8517685,1,22,0,58,15,21,943,21
2020-07-10,wadepthealth,Washington State Department of Health,Washington,WA,democratic,7535591,5,352,16,587,151,68,604,9
2020-07-10,wv.dhhr,WV Department of Health & Human Resources,West Virginia,WV,republican,1805832,9,195,35,502,99,173,157,0
2020-07-11,alaska.dhss,Alaska Health and Social Services,Alaska,AK,republican,737438,5,754,38,1170,54,324,77,0
2020-07-11,arhealthdept,Arkansas Department of Health,Arkansas,AR,republican,3013825,1,17,0,30,4,9,1061,6
2020-07-11,azdhs,Arizona Department of Health Services,Arizona,AZ,republican,7171646,2,169,23,345,126,27,3038,69
2020-07-11,capublichealth,California Department of Public Health,California,CA,democratic,39557045,2,219,60,542,81,182,7023,72
2020-07-11,ctpublichealth,Connecticut Department of Public Health,Connecticut,CT,democratic,3572665,1,8,0,12,1,3,0,0
2020-07-11,dchealth.dc.gov,DC Health,District of Columbia,DC,democratic,702455,4,8,0,11,0,3,58,0
2020-07-11,depublichealth,Delaware Division of Public Health - DPH,Delaware,DE,democratic,967171,2,7,0,15,2,6,91,0
2020-07-11,dhswi,Wisconsin Department of Health Services,Wisconsin,WI,democratic,5813568,3,793,386,3014,930,905,926,2
2020-07-11,fldepartmentofhealth,Florida Department of Health (DOH),Florida,FL,republican,21299325,8,477,0,878,104,297,10360,95
2020-07-11,healthvermont,Vermont Department of Health,Vermont,VT,republican,626299,3,73,0,137,11,53,6,0
2020-07-11,healthylivingmo,Missouri Department of Health and Senior Services,Missouri,MO,republican,6126452,1,20,19,111,55,17,546,7
2020-07-11,healthyms,Mississippi State Department of Health,Mississippi,MS,republican,2986530,1,228,202,1392,333,629,797,15
2020-07-11,idahohealthandwelfare,Idaho Department of Health and Welfare,Idaho,ID,republican,1754208,1,34,52,255,119,50,577,1
2020-07-11,idph.illinois,Illinois Department of Public Health (IDPH),Illinois,IL,democratic,12741080,2,2134,150,3342,547,511,1195,24
2020-07-11,kypublichealth,Kentucky Department for Public Health,Kentucky,KY,democratic,4468402,2,1,2,6,0,3,449,2
2020-07-11,ladepthealth,Louisiana Department of Health,Louisiana,LA,democratic,4659978,5,507,96,1250,314,333,2167,23
2020-07-11,mdhealthdept,Maryland Department of Health,Maryland,MD,republican,6042718,1,47,0,107,0,60,557,7
2020-07-11,michiganhhs,Michigan Department of Health and Human Services,Michigan,MI,democratic,9995915,2,2915,19,4151,671,546,685,28
2020-07-11,mnhealth,Minnesota Department of Health,Minnesota,MN,democratic,5611179,1,24,18,147,94,11,804,4
2020-07-11,ncdhhs,NC Department of Health and Human Services,North Carolina,NC,democratic,10383620,6,249,30,723,190,254,1999,16
2020-07-11,ndhealth,North Dakota Department of Health,North Dakota,ND,republican,760077,2,265,100,1182,415,402,88,2
2020-07-11,nhdepartmentofhealthandhumanservices,NH Department of Health and Human Services,New Hampshire,NH,republican,1356458,2,23,0,29,1,5,33,1
2020-07-11,nmdoh,New Mexico Department of Health,New Mexico,NM,democratic,2095428,6,58,0,97,3,36,224,4
2020-07-11,nysdoh,NYSDOH - New York State Health Department,New York,NY,democratic,19542209,1,206,1,369,114,48,878,11
2020-07-11,ohdeptofhealth,Ohio Department of Health,Ohio,OH,republican,11689442,1,47,10,88,5,26,1358,4
2020-07-11,oklahomahealth,Oklahoma State Department of Health,Oklahoma,OK,republican,3943079,4,146,2,269,62,59,687,5
2020-07-11,oregonhealthauthority,Oregon Health Authority,Oregon,OR,democratic,4190713,3,341,142,1337,481,373,397,0
2020-07-11,pennsylvaniadepartmentofhealth,Pennsylvania Department of Health,Pennsylvania,PA,democratic,12807060,4,1635,87,3767,1656,389,734,17
2020-07-11,scdhec,SC DHEC,South Carolina,SC,republican,5084127,3,243,526,3059,410,1880,2280,22
2020-07-11,sdhealthdepartment,South Dakota Department of Health,South Dakota,SD,republican,882235,3,32,0,77,24,21,53,2
2020-07-11,statehealthin,Indiana Department of Health,Indiana,IN,republican,6691878,3,170,72,574,140,192,779,8
2020-07-11,texasdshs,Texas Department of State Health Services,Texas,TX,republican,28701845,1,315,5,1076,143,613,8246,94
2020-07-11,tndeptofhealth,Tennessee Department of Health,Tennessee,TN,republican,6770010,6,951,181,2935,539,1264,1460,15
2020-07-11,wadepthealth,Washington State Department of Health,Washington,WA,democratic,7535591,1,86,79,528,285,78,866,7
2020-07-11,wv.dhhr,WV Department of Health & Human Resources,West Virginia,WV,republican,1805832,6,342,72,1008,287,307,163,1
2020-07-12,alaska.dhss,Alaska Health and Social Services,Alaska,AK,republican,737438,7,914,57,1569,180,418,116,0
2020-07-12,arhealthdept,Arkansas Department of Health,Arkansas,AR,republican,3013825,1,52,5,114,10,47,503,2
2020-07-12,azdhs,Arizona Department of Health Services,Arizona,AZ,republican,7171646,1,105,3,262,73,81,2537,86
2020-07-12,capublichealth,California Department of Public Health,California,CA,democratic,39557045,2,191,80,713,208,234,5487,24
2020-07-12,ctpublichealth,Connecticut Department of Public Health,Connecticut,CT,democratic,3572665,1,21,0,36,0,15,0,0
2020-07-12,dchealth.dc.gov,DC Health,District of Columbia,DC,democratic,702455,1,5,0,8,1,2,46,0
2020-07-12,depublichealth,Delaware Division of Public Health - DPH,Delaware,DE,democratic,967171,1,20,0,31,1,10,61,0
2020-07-12,dhswi,Wisconsin Department of Health Services,Wisconsin,WI,democratic,5813568,4,1275,86,2294,530,403,769,2
2020-07-12,fldepartmentofhealth,Florida Department of Health (DOH),Florida,FL,republican,21299325,7,355,6,943,310,272,15300,45
2020-07-12,gadph,Georgia Department of Public Health,Georgia,GA,republican,10519475,2,502,59,1050,131,358,2534,7
2020-07-12,healthvermont,Vermont Department of Health,Vermont,VT,republican,626299,3,162,1,236,26,47,13,0
2020-07-12,healthylivingmo,Missouri Department of Health and Senior Services,Missouri,MO,republican,6126452,1,33,12,109,44,20,289,1
2020-07-12,healthyms,Mississippi State Department of Health,Mississippi,MS,republican,2986530,1,248,240,1660,449,723,868,19
2020-07-12,idahohealthandwelfare,Idaho Department of Health and Welfare,Idaho,ID,republican,1754208,1,26,20,114,53,15,397,0
2020-07-12,idph.illinois,Illinois Department of Public Health (IDPH),Illinois,IL,democratic,12741080,2,447,61,920,207,205,954,19
2020-07-12,kypublichealth,Kentucky Department for Public Health,Kentucky,KY,democratic,4468402,1,0,2,6,0,4,268,3
2020-07-12,ladepthealth,Louisiana Department of Health,Louisiana,LA,democratic,4659978,2,69,38,450,98,245,1319,13
2020-07-12,mnhealth,Minnesota Department of Health,Minnesota,MN,democratic,5611179,1,13,7,74,45,9,710,3
2020-07-12,ncdhhs,NC Department of Health and Human Services,North Carolina,NC,democratic,10383620,3,405,24,789,273,87,1824,9
2020-07-12,ndhealth,North Dakota Department of Health,North Dakota,ND,republican,760077,2,308,105,1481,669,399,91,0
2020-07-12,nhdepartmentofhealthandhumanservices,NH Department of Health and Human Services,New Hampshire,NH,republican,1356458,1,11,0,22,7,4,30,0
2020-07-12,nmdoh,New Mexico Department of Health,New Mexico,NM,democratic,2095428,5,57,0,101,5,39,255,2
2020-07-12,nysdoh,NYSDOH - New York State Health Department,New York,NY,democratic,19542209,1,202,2,351,109,38,747,15
2020-07-12,ohdeptofhealth,Ohio Department of Health,Ohio,OH,republican,11689442,1,41,1,80,21,17,1378,22
2020-07-12,oklahomahealth,Oklahoma State Department of Health,Oklahoma,OK,republican,3943079,4,232,9,541,102,198,456,1
2020-07-12,oregonhealthauthority,Oregon Health Authority,Oregon,OR,democratic,4190713,2,337,80,1065,411,237,319,2
2020-07-12,pennsylvaniadepartmentofhealth,Pennsylvania Department of Health,Pennsylvania,PA,democratic,12807060,2,726,17,1809,928,138,578,7
2020-07-12,scdhec,SC DHEC,South Carolina,SC,republican,5084127,4,302,250,2362,470,1340,1949,10
2020-07-12,sdhealthdepartment,South Dakota Department of Health,South Dakota,SD,republican,882235,1,2,0,4,1,1,45,0
2020-07-12,statehealthin,Indiana Department of Health,Indiana,IN,republican,6691878,3,1159,70,3361,1376,756,533,4
2020-07-12,tndeptofhealth,Tennessee Department of Health,Tennessee,TN,republican,6770010,3,442,159,1915,364,950,954,3
2020-07-12,wv.dhhr,WV Department of Health & Human Resources,West Virginia,WV,republican,1805832,4,236,45,655,197,177,98,0
2020-07-13,alabamapublichealth,Alabama Public Health,Alabama,AL,republican,4887871,4,603,47,1242,302,290,1387,3
2020-07-13,alaska.dhss,Alaska Health and Social Services,Alaska,AK,republican,737438,5,202,15,345,36,92,71,0
2020-07-13,arhealthdept,Arkansas Department of Health,Arkansas,AR,republican,3013825,3,222,3,533,111,197,572,2
2020-07-13,azdhs,Arizona Department of Health Services,Arizona,AZ,republican,7171646,1,53,0,138,43,42,1357,9
2020-07-13,capublichealth,California Department of Public Health,California,CA,democratic,39557045,3,281,59,690,259,91,9145,38
2020-07-13,cdphe,Colorado Department of Public Health and Environment,Colorado,CO,democratic,5695564,4,1903,36,3819,1096,784,323,2
2020-07-13,ctpublichealth,Connecticut Department of Public Health,Connecticut,CT,democratic,3572665,4,304,4,362,11,43,223,23
2020-07-13,dchealth.dc.gov,DC Health,District of Columbia,DC,democratic,702455,4,5,0,9,1,3,59,0
2020-07-13,depublichealth,Delaware Division of Public Health - DPH,Delaware,DE,democratic,967171,5,17,1,38,3,17,75,0
2020-07-13,dhswi,Wisconsin Department of Health Services,Wisconsin,WI,democratic,5813568,4,1100,94,2826,865,767,494,7
2020-07-13,fldepartmentofhealth,Florida Department of Health (DOH),Florida,FL,republican,21299325,8,439,1,1554,531,583,12624,35
2020-07-13,healthri,Rhode Island Department of Health,Rhode Island,RI,democratic,1057315,3,58,0,76,1,17,175,0
2020-07-13,healthvermont,Vermont Department of Health,Vermont,VT,republican,626299,3,58,0,102,2,42,5,0
2020-07-13,healthylivingmo,Missouri Department of Health and Senior Services,Missouri,MO,republican,6126452,1,26,13,77,25,13,461,13
2020-07-13,healthyms,Mississippi State Department of Health,Mississippi,MS,republican,2986530,3,529,184,1797,394,690,393,1
2020-07-13,idahohealthandwelfare,Idaho Department of Health and Welfare,Idaho,ID,republican,1754208,3,58,25,341,225,33,501,0
2020-07-13,idph.illinois,Illinois Department of Public Health (IDPH),Illinois,IL,democratic,12741080,2,161,55,378,103,59,883,6
2020-07-13,iowadepartmentofpublichealth,Iowa Department of Public Health,Iowa,IA,republican,3156145,1,10,0,15,1,4,221,3
2020-07-13,kypublichealth,Kentucky Department for Public Health,Kentucky,KY,democratic,4468402,2,8,0,33,0,25,264,4
2020-07-13,ladepthealth,Louisiana Department of Health,Louisiana,LA,democratic,4659978,3,242,44,596,69,241,1705,7
2020-07-13,mdhealthdept,Maryland Department of Health,Maryland,MD,republican,6042718,2,140,2,316,52,122,418,6
2020-07-13,michiganhhs,Michigan Department of Health and Human Services,Michigan,MI,democratic,9995915,3,1228,44,2634,830,532,422,7
2020-07-13,mnhealth,Minnesota Department of Health,Minnesota,MN,democratic,5611179,1,26,2,102,68,6,491,2
2020-07-13,ncdhhs,NC Department of Health and Human Services,North Carolina,NC,democratic,10383620,4,620,132,3059,736,1571,2081,7
2020-07-13,ndhealth,North Dakota Department of Health,North Dakota,ND,republican,760077,3,453,147,2054,769,685,108,0
2020-07-13,nedhhs,Nebraska Department of Health and Human Services,Nebraska,NE,republican,1929268,2,24,3,65,4,34,227,3
2020-07-13,nhdepartmentofhealthandhumanservices,NH Department of Health and Human Services,New Hampshire,NH,republican,1356458,3,27,0,55,16,12,14,0
2020-07-13,njdeptofhealth,New Jersey Department of Health,New Jersey,NJ,democratic,8908520,2,111,17,186,15,43,287,35
2020-07-13,nmdoh,New Mexico Department of Health,New Mexico,NM,democratic,2095428,6,86,36,249,77,50,263,3
2020-07-13,nysdoh,NYSDOH - New York State Health Department,New York,NY,democratic,19542209,3,415,39,951,413,84,635,23
2020-07-13,ohdeptofhealth,Ohio Department of Health,Ohio,OH,republican,11689442,1,73,2,154,24,55,1261,6
2020-07-13,oklahomahealth,Oklahoma State Department of Health,Oklahoma,OK,republican,3943079,4,187,3,305,25,90,511,2
2020-07-13,oregonhealthauthority,Oregon Health Authority,Oregon,OR,democratic,4190713,1,64,79,386,166,77,268,3
2020-07-13,pennsylvaniadepartmentofhealth,Pennsylvania Department of Health,Pennsylvania,PA,democratic,12807060,11,9692,1498,25299,11614,2495,536,7
2020-07-13,scdhec,SC DHEC,South Carolina,SC,republican,5084127,5,504,189,1407,245,469,1520,11
2020-07-13,sdhealthdepartment,South Dakota Department of Health,South Dakota,SD,republican,882235,7,113,4,297,72,108,25,0
2020-07-13,statehealthin,Indiana Department of Health,Indiana,IN,republican,6691878,5,1898,93,4648,1375,1282,425,2
2020-07-13,texasdshs,Texas Department of State Health Services,Texas,TX,republican,28701845,1,129,4,346,156,57,7156,101
2020-07-13,tndeptofhealth,Tennessee Department of Health,Tennessee,TN,republican,6770010,8,1121,223,4534,1129,2061,3314,8
2020-07-13,wadepthealth,Washington State Department of Health,Washington,WA,democratic,7535591,2,155,2,256,51,48,546,9
2020-07-13,wdhphep,Wyoming Department of Health - PHEP,Wyoming,WY,republican,577737,5,56,6,145,51,32,41,0
2020-07-13,wv.dhhr,WV Department of Health & Human Resources,West Virginia,WV,republican,1805832,5,112,46,359,96,105,69,1
2020-07-14,alabamapublichealth,Alabama Public Health,Alabama,AL,republican,4887871,5,1074,60,3349,834,1381,2116,40
2020-07-14,alaska.dhss,Alaska Health and Social Services,Alaska,AK,republican,737438,5,518,21,842,88,215,60,0
2020-07-14,arhealthdept,Arkansas Department of Health,Arkansas,AR,republican,3013825,4,90,4,336,17,225,873,8
2020-07-14,azdhs,Arizona Department of Health Services,Arizona,AZ,republican,7171646,3,134,34,429,191,70,4273,91
2020-07-14,capublichealth,California Department of Public Health,California,CA,democratic,39557045,5,640,144,1745,318,643,12679,161
2020-07-14,cdphe,Colorado Department of Public Health and Environment,Colorado,CO,democratic,5695564,4,424,34,1020,393,169,450,11
2020-07-14,ctpublichealth,Connecticut Department of Public Health,Connecticut,CT,democratic,3572665,2,21,0,33,6,6,20,1
2020-07-14,dchealth.dc.gov,DC Health,District of Columbia,DC,democratic,702455,4,4,0,11,0,7,40,0
2020-07-14,depublichealth,Delaware Division of Public Health - DPH,Delaware,DE,democratic,967171,5,33,0,91,12,46,90,1
2020-07-14,dhswi,Wisconsin Department of Health Services,Wisconsin,WI,democratic,5813568,5,786,252,2564,977,549,964,2
2020-07-14,fldepartmentofhealth,Florida Department of Health (DOH),Florida,FL,republican,21299325,7,378,4,937,247,308,9194,132
2020-07-14,gadph,Georgia Department of Public Health,Georgia,GA,republican,10519475,1,434,3,1322,195,690,3391,28
2020-07-14,hawaiidoh,Hawaii State Department of Health,Hawaii,HI,democratic,1420491,2,32,3,79,14,30,21,0
2020-07-14,healthri,Rhode Island Department of Health,Rhode Island,RI,democratic,1057315,2,32,0,45,6,7,101,0
2020-07-14,healthvermont,Vermont Department of Health,Vermont,VT,republican,626299,3,88,12,259,63,96,4,0
2020-07-14,healthylivingmo,Missouri Department of Health and Senior Services,Missouri,MO,republican,6126452,6,98,16,305,131,60,958,9
2020-07-14,healthyms,Mississippi State Department of Health,Mississippi,MS,republican,2986530,1,217,199,1461,383,662,862,22
2020-07-14,idahohealthandwelfare,Idaho Department of Health and Welfare,Idaho,ID,republican,1754208,3,95,43,289,108,43,316,1
2020-07-14,idph.illinois,Illinois Department of Public Health (IDPH),Illinois,IL,democratic,12741080,1,95,46,249,63,45,707,25
2020-07-14,iowadepartmentofpublichealth,Iowa Department of Public Health,Iowa,IA,republican,3156145,2,250,63,706,304,89,235,2
2020-07-14,kypublichealth,Kentucky Department for Public Health,Kentucky,KY,democratic,4468402,2,8,3,16,4,1,570,6
2020-07-14,ladepthealth,Louisiana Department of Health,Louisiana,LA,democratic,4659978,5,488,216,3886,843,2339,2215,22
2020-07-14,mdhealthdept,Maryland Department of Health,Maryland,MD,republican,6042718,1,31,0,67,0,36,733,9
2020-07-14,michiganhhs,Michigan Department of Health and Human Services,Michigan,MI,democratic,9995915,3,412,7,1238,305,514,666,5
2020-07-14,mnhealth,Minnesota Department of Health,Minnesota,MN,democratic,5611179,2,90,1,218,100,27,398,6
2020-07-14,ncdhhs,NC Department of Health and Human Services,North Carolina,NC,democratic,10383620,8,587,85,1757,486,599,1937,42
2020-07-14,ndhealth,North Dakota Department of Health,North Dakota,ND,republican,760077,3,2997,419,8028,3739,873,51,1
2020-07-14,nhdepartmentofhealthandhumanservices,NH Department of Health and Human Services,New Hampshire,NH,republican,1356458,3,42,14,127,37,34,23,1
2020-07-14,njdeptofhealth,New Jersey Department of Health,New Jersey,NJ,democratic,8908520,4,483,21,914,192,218,455,22
2020-07-14,nmdoh,New Mexico Department of Health,New Mexico,NM,democratic,2095428,6,110,6,223,59,48,223,3
2020-07-14,nysdoh,NYSDOH - New York State Health Department,New York,NY,democratic,19542209,4,789,11,1412,366,246,873,11
2020-07-14,ohdeptofhealth,Ohio Department of Health,Ohio,OH,republican,11689442,1,260,10,569,204,95,1142,5
2020-07-14,oklahomahealth,Oklahoma State Department of Health,Oklahoma,OK,republican,3943079,4,124,5,454,35,290,994,4
2020-07-14,oregonhealthauthority,Oregon Health Authority,Oregon,OR,democratic,4190713,2,453,112,1258,439,254,367,7
2020-07-14,pennsylvaniadepartmentofhealth,Pennsylvania Department of Health,Pennsylvania,PA,democratic,12807060,5,15998,448,31878,4206,11226,936,20
2020-07-14,scdhec,SC DHEC,South Carolina,SC,republican,5084127,6,679,183,1879,351,666,2221,21
2020-07-14,sdhealthdepartment,South Dakota Department of Health,South Dakota,SD,republican,882235,6,83,12,249,46,108,48,0
2020-07-14,statehealthin,Indiana Department of Health,Indiana,IN,republican,6691878,5,541,95,1652,650,366,648,13
2020-07-14,texasdshs,Texas Department of State Health Services,Texas,TX,republican,28701845,1,770,89,5294,839,3596,10398,114
2020-07-14,tndeptofhealth,Tennessee Department of Health,Tennessee,TN,republican,6770010,6,600,195,2869,560,1514,1514,18
2020-07-14,vdhgov,Virginia Department of Health,Virginia,VA,democratic,8517685,4,120,5,269,45,99,801,9
2020-07-14,wadepthealth,Washington State Department of Health,Washington,WA,democratic,7535591,5,259,38,780,450,33,742,12
2020-07-14,wdhphep,Wyoming Department of Health - PHEP,Wyoming,WY,republican,577737,2,19,12,40,0,9,47,1
2020-07-14,wv.dhhr,WV Department of Health & Human Resources,West Virginia,WV,republican,1805832,7,296,44,752,221,191,94,0
2020-07-15,alabamapublichealth,Alabama Public Health,Alabama,AL,republican,4887871,6,1417,155,7127,1503,4052,1910,47
2020-07-15,alaska.dhss,Alaska Health and Social Services,Alaska,AK,republican,737438,9,1123,22,1538,99,294,57,0
2020-07-15,arhealthdept,Arkansas Department of Health,Arkansas,AR,republican,3013825,4,59,3,178,23,93,485,4
2020-07-15,azdhs,Arizona Department of Health Services,Arizona,AZ,republican,7171646,2,146,3,361,133,79,3257,97
2020-07-15,capublichealth,California Department of Public Health,California,CA,democratic,39557045,2,187,74,526,119,146,8683,125
2020-07-15,cdphe,Colorado Department of Public Health and Environment,Colorado,CO,democratic,5695564,4,1530,45,2519,598,346,469,6
2020-07-15,ctpublichealth,Connecticut Department of Public Health,Connecticut,CT,democratic,3572665,4,38,0,53,3,12,106,8
2020-07-15,dchealth.dc.gov,DC Health,District of Columbia,DC,democratic,702455,4,3,0,9,2,4,80,3
2020-07-15,depublichealth,Delaware Division of Public Health - DPH,Delaware,DE,democratic,967171,4,66,4,159,34,55,81,3
2020-07-15,dhswi,Wisconsin Department of Health Services,Wisconsin,WI,democratic,5813568,5,2973,369,6393,1910,1141,821,7
2020-07-15,fldepartmentofhealth,Florida Department of Health (DOH),Florida,FL,republican,21299325,7,251,2,651,228,170,10181,112
2020-07-15,hawaiidoh,Hawaii State Department of Health,Hawaii,HI,democratic,1420491,2,32,0,99,7,60,28,0
2020-07-15,healthri,Rhode Island Department of Health,Rhode Island,RI,democratic,1057315,9,151,9,277,37,80,52,0
2020-07-15,healthvermont,Vermont Department of Health,Vermont,VT,republican,626299,4,172,2,316,74,68,13,0
2020-07-15,healthylivingmo,Missouri Department of Health and Senior Services,Missouri,MO,republican,6126452,5,98,15,249,98,38,808,5
2020-07-15,healthyms,Mississippi State Department of Health,Mississippi,MS,republican,2986530,1,355,276,2195,506,1058,1025,18
2020-07-15,idahohealthandwelfare,Idaho Department of Health and Welfare,Idaho,ID,republican,1754208,6,145,50,481,212,74,729,7
2020-07-15,idph.illinois,Illinois Department of Public Health (IDPH),Illinois,IL,democratic,12741080,1,98,111,447,163,75,1187,8
2020-07-15,iowadepartmentofpublichealth,Iowa Department of Public Health,Iowa,IA,republican,3156145,1,117,0,180,19,44,670,20
2020-07-15,kypublichealth,Kentucky Department for Public Health,Kentucky,KY,democratic,4468402,2,1,2,4,1,0,454,10
2020-07-15,ladepthealth,Louisiana Department of Health,Louisiana,LA,democratic,4659978,5,268,35,614,105,206,2089,16
2020-07-15,mdhealthdept,Maryland Department of Health,Maryland,MD,republican,6042718,3,172,3,290,24,91,756,7
2020-07-15,michiganhhs,Michigan Department of Health and Human Services,Michigan,MI,democratic,9995915,5,7923,76,11906,1474,2433,1049,4
2020-07-15,mnhealth,Minnesota Department of Health,Minnesota,MN,democratic,5611179,6,1168,11,2079,618,282,572,10
2020-07-15,ncdhhs,NC Department of Health and Human Services,North Carolina,NC,democratic,10383620,7,347,40,878,318,173,2031,18
2020-07-15,ndhealth,North Dakota Department of Health,North Dakota,ND,republican,760077,3,508,64,1498,533,393,72,0
2020-07-15,nedhhs,Nebraska Department of Health and Human Services,Nebraska,NE,republican,1929268,3,19,0,135,59,57,262,5
2020-07-15,nhdepartmentofhealthandhumanservices,NH Department of Health and Human Services,New Hampshire,NH,republican,1356458,4,29,0,66,6,31,22,2
2020-07-15,njdeptofhealth,New Jersey Department of Health,New Jersey,NJ,democratic,8908520,2,73,8,129,12,36,413,52
